timeStamp,x,y,yaw
262.936409,4.155712,9.905655,-1.578250
263.937192,4.161655,9.920955,-1.578250
264.937411,4.143307,9.926868,-1.560797
265.938216,4.161655,9.920955,-1.578250
266.938399,4.146172,9.945185,-1.560797
267.939460,4.134316,9.911537,-1.560797
268.940419,4.140260,9.926837,-1.560797
269.941423,4.140260,9.926837,-1.560797
270.942364,4.161655,9.920955,-1.578250
271.944291,4.161655,9.920955,-1.578250
272.944532,4.161655,9.920955,-1.578250
273.945190,4.146172,9.945185,-1.560797
274.945267,4.140260,9.926837,-1.560797
275.945169,4.140260,9.926837,-1.560797
276.945391,4.140260,9.926837,-1.560797
277.946394,4.167568,9.939303,-1.578250
278.947388,4.161655,9.920955,-1.578250
279.948387,4.146477,9.914707,-1.595703
280.949189,4.125112,9.917541,-1.735330
281.949647,4.127581,9.975481,-1.909863
282.950352,4.039284,9.965453,-2.049489
284.251021,3.977870,10.010561,-2.171662
284.951408,3.986831,10.028940,-2.346195
285.952385,3.965283,10.050062,-2.450915
286.953884,3.840351,10.045764,-2.520728
287.954165,3.534652,9.829336,-2.538181
288.954398,3.513622,9.798644,-2.607994
289.956018,3.452360,9.828513,-2.712714
290.956232,3.457572,9.916962,-2.887247
291.957173,3.353732,9.937261,-2.957060
292.958309,3.140870,9.886361,-2.991967
293.958410,2.283846,11.459782,-3.131593
294.959409,1.913136,11.952924,3.081780
295.960412,1.494301,11.467127,3.099233
296.962624,1.176106,10.061795,3.081780
297.963204,0.898477,10.086452,3.081780
298.963450,0.575345,10.089317,3.099233
299.964425,-0.525843,10.169749,3.064327
300.965425,-0.943489,10.174717,3.081780
301.966590,-1.083721,10.176363,3.081780
302.967476,-1.083721,10.176363,3.081780
303.969349,-1.766378,10.163440,-3.044327
304.969192,-2.146566,10.080386,-3.026873
305.969412,-2.234771,10.061215,-2.887247
306.970408,-2.240531,10.027627,-2.730167
307.971389,-2.179087,9.979471,-2.607994
308.972360,-2.418221,9.812480,-2.573088
309.974024,-2.729802,9.574656,-2.573088
310.974243,-3.370185,9.296966,-2.555634
312.074200,-3.442663,9.229182,-2.503274
312.974410,-3.405754,9.196022,-2.328742
313.975427,-3.381066,9.165787,-2.224022
314.977400,-3.338152,9.141831,-2.049489
315.978399,-3.325656,9.111474,-1.962222
316.979191,-3.403102,9.235674,-1.997129
317.979245,-3.471892,9.103916,-1.979676
318.979860,-3.634190,8.873681,-1.805143
319.980405,-3.426296,9.116564,-1.752783
320.981277,-3.426296,9.116564,-1.752783
321.981226,-3.426296,9.116564,-1.752783
322.981404,-3.419957,9.092242,-1.630610
323.982413,-3.620505,8.724459,-1.613157
324.983503,-3.421663,8.043661,-1.578250
325.984403,-3.414226,8.214432,-1.613157
326.985405,-3.414135,8.205288,-1.613157
327.986363,-3.401212,8.132262,-1.560797
328.987212,-3.453482,7.567831,-1.595703
329.987407,-3.379816,6.602303,-1.543343
330.989262,-3.360645,6.514099,-1.543343
331.989206,-3.385667,5.968229,-1.560797
332.989197,-3.172744,5.403402,-1.525890
333.989229,-3.380211,5.117849,-1.560797
334.989200,-3.445953,4.986121,-1.682970
335.989414,-3.464210,4.373260,-1.682970
336.990187,-3.469513,4.293955,-1.613157
337.991405,-3.701088,3.980728,-1.560797
338.992678,-3.490177,3.617059,-1.560797
340.293251,-3.431445,2.925715,-1.560797
340.993436,-3.653877,2.612579,-1.560797
341.994414,-3.424800,1.956469,-1.560797
342.995192,-3.388104,1.944644,-1.560797
343.995200,-3.391030,1.932422,-1.560797
344.995437,-3.400174,1.932330,-1.578250
345.996215,-3.394108,1.935439,-1.560797
347.196436,-3.391030,1.932422,-1.560797
347.997029,-3.403222,1.932300,-1.578250
348.997193,-3.400174,1.932330,-1.578250
349.997417,-3.403222,1.932300,-1.578250
350.998405,-3.394078,1.932391,-1.560797
351.999412,-3.394078,1.932391,-1.560797
353.000192,-3.391030,1.932422,-1.560797
354.000212,-3.391030,1.932422,-1.560797
355.000193,-3.394139,1.938487,-1.560797
