time,yaw
16.748200,-1.550471
16.748200,-1.550471
16.748200,-1.550471
16.748200,-1.550471
16.878176,-1.550375
16.878176,-1.550375
17.019175,-1.550279
17.019175,-1.550279
17.148190,-1.550471
17.148190,-1.550471
17.148190,-1.550471
17.148190,-1.550471
17.279173,-1.550471
17.279173,-1.550471
17.409106,-1.550471
17.409106,-1.550471
17.538267,-1.550471
17.538267,-1.550471
17.538267,-1.550471
17.538267,-1.550471
17.669133,-1.550279
17.669133,-1.550279
17.809199,-1.550375
17.809199,-1.550375
17.809199,-1.550375
17.940116,-1.550375
17.940116,-1.550375
17.940116,-1.550375
17.940116,-1.550375
17.940116,-1.550375
18.068095,-1.550375
18.068095,-1.550375
18.198096,-1.550471
18.198096,-1.550471
18.329206,-1.550279
18.329206,-1.550279
18.329206,-1.550279
18.329206,-1.550279
18.329206,-1.550279
18.468161,-1.550279
18.468161,-1.550279
18.599269,-1.550279
18.599269,-1.550279
18.728060,-1.550375
18.728060,-1.550375
18.728060,-1.550375
18.728060,-1.550375
18.728060,-1.550375
18.728060,-1.550375
18.858994,-1.550471
18.858994,-1.550471
18.989157,-1.550567
18.989157,-1.550567
19.128030,-1.550471
19.128030,-1.550471
19.128030,-1.550471
19.128030,-1.550471
19.128030,-1.550471
19.259030,-1.550375
19.259030,-1.550375
19.388014,-1.550184
19.388014,-1.550184
19.388014,-1.550184
19.519007,-1.550184
19.519007,-1.550184
19.519007,-1.550184
19.519007,-1.550184
19.519007,-1.550184
19.519007,-1.550184
19.519007,-1.550184
19.788018,-1.550471
19.788018,-1.550471
19.917981,-1.550567
19.917981,-1.550567
19.917981,-1.550567
19.917981,-1.550567
19.917981,-1.550567
19.917981,-1.550567
19.917981,-1.550567
20.177943,-1.550279
20.310901,-1.550184
20.310901,-1.550184
20.310901,-1.550184
20.310901,-1.550184
20.310901,-1.550184
20.310901,-1.550184
20.579024,-1.550375
20.579024,-1.550375
20.708877,-1.550567
20.708877,-1.550567
20.837916,-1.550663
20.837916,-1.550663
20.837916,-1.550663
20.837916,-1.550663
20.967892,-1.550471
20.967892,-1.550471
21.098907,-1.550279
21.098907,-1.550279
21.098907,-1.550279
21.098907,-1.550279
21.098907,-1.550279
21.098907,-1.550279
21.368885,-1.550279
21.368885,-1.550279
21.497901,-1.550375
21.497901,-1.550375
21.497901,-1.550375
21.497901,-1.550375
21.497901,-1.550375
21.497901,-1.550375
21.757868,-1.550375
21.757868,-1.550375
21.898831,-1.550375
21.898831,-1.550375
21.898831,-1.550375
21.898831,-1.550375
21.898831,-1.550375
21.898831,-1.550375
22.157846,-1.550375
22.157846,-1.550375
22.287878,-1.550471
22.287878,-1.550471
22.287878,-1.550471
22.287878,-1.550471
22.547810,-1.550184
22.547810,-1.550184
22.547810,-1.550184
22.547810,-1.550184
22.688933,-1.550184
22.688933,-1.550184
22.688933,-1.550184
22.688933,-1.550184
22.947791,-1.550279
22.947791,-1.550279
22.947791,-1.550279
22.947791,-1.550279
23.077867,-1.550471
23.077867,-1.550471
23.208741,-1.550471
23.208741,-1.550471
23.347753,-1.550279
23.347753,-1.550279
23.347753,-1.550279
23.347753,-1.550279
23.477845,-1.550279
23.477845,-1.550279
23.607743,-1.550375
23.607743,-1.550375
23.738729,-1.550375
23.738729,-1.550375
23.738729,-1.550375
23.738729,-1.550375
23.867837,-1.550567
23.867837,-1.550567
24.008672,-1.550567
24.008672,-1.550567
24.137697,-1.550375
24.137697,-1.550375
24.137697,-1.550375
24.137697,-1.550375
24.267774,-1.550184
24.267774,-1.550184
24.397684,-1.550279
24.397684,-1.550279
24.529688,-1.550375
24.529688,-1.550375
24.529688,-1.550375
24.529688,-1.550375
24.667765,-1.550471
24.667765,-1.550471
24.797634,-1.550759
24.797634,-1.550759
24.797634,-1.550759
24.797634,-1.550759
24.797634,-1.550759
24.797634,-1.550759
25.058743,-1.550375
25.058743,-1.550375
25.187636,-1.550184
25.187636,-1.550184
25.187636,-1.550184
25.187636,-1.550184
25.187636,-1.550184
25.187636,-1.550184
25.187636,-1.550184
25.458580,-1.550375
25.458580,-1.550375
25.588624,-1.550567
25.588624,-1.550567
25.588624,-1.550567
25.588624,-1.550567
25.850017,-1.550567
25.850017,-1.550567
25.850017,-1.550567
25.850017,-1.550567
25.977585,-1.550279
25.977585,-1.550279
25.977585,-1.550279
25.977585,-1.550279
26.249606,-1.550375
26.249606,-1.550375
26.249606,-1.550375
26.249606,-1.550375
26.377559,-1.550471
26.377559,-1.550471
26.377559,-1.550471
26.377559,-1.550471
26.637584,-1.550471
26.637584,-1.550471
26.637584,-1.550471
26.637584,-1.550471
26.777525,-1.550279
26.777525,-1.550279
26.777525,-1.550279
26.777525,-1.550279
27.037592,-1.550184
27.037592,-1.550184
27.037592,-1.550184
27.037592,-1.550184
27.167502,-1.550279
27.167502,-1.550279
27.297495,-1.550375
27.297495,-1.550375
27.437517,-1.550375
27.437517,-1.550375
27.437517,-1.550375
27.437517,-1.550375
27.568473,-1.550471
27.568473,-1.550471
27.697503,-1.550471
27.697503,-1.550471
27.828465,-1.550279
27.828465,-1.550279
27.828465,-1.550279
27.828465,-1.550279
27.958449,-1.550279
27.958449,-1.550279
28.099345,-1.550279
28.099345,-1.550279
28.227459,-1.550279
28.227459,-1.550279
28.227459,-1.550279
28.227459,-1.550279
28.357417,-1.550279
28.357417,-1.550279
28.488410,-1.550279
28.488410,-1.550279
28.618435,-1.550279
28.618435,-1.550279
28.748413,-1.550184
28.748413,-1.550184
28.748413,-1.550184
28.748413,-1.550184
28.887498,-1.550279
28.887498,-1.550279
29.017376,-1.550375
29.017376,-1.550375
29.148361,-1.550375
29.148361,-1.550375
29.148361,-1.550375
29.148361,-1.550375
29.277331,-1.550279
29.277331,-1.550279
29.277331,-1.550279
29.277331,-1.550279
29.547350,-1.550279
29.547350,-1.550279
29.547350,-1.550279
29.547350,-1.550279
29.547350,-1.550279
29.547350,-1.550279
29.678348,-1.550279
29.678348,-1.550279
29.937329,-1.550567
29.937329,-1.550567
29.937329,-1.550567
29.937329,-1.550567
30.067271,-1.550471
30.067271,-1.550471
30.067271,-1.550471
30.067271,-1.550471
30.338312,-1.550471
30.338312,-1.550471
30.338312,-1.550471
30.467255,-1.550471
30.467255,-1.550471
30.467255,-1.550471
30.467255,-1.550471
30.467255,-1.550471
30.727274,-1.550567
30.727274,-1.550567
30.727274,-1.550567
30.727274,-1.550567
30.867268,-1.550567
30.867268,-1.550567
30.998308,-1.550471
30.998308,-1.550471
31.128334,-1.550279
31.128334,-1.550279
31.258190,-1.550375
31.258190,-1.550375
31.258190,-1.550375
31.258190,-1.550375
31.387229,-1.550471
31.387229,-1.550471
31.524223,-1.550375
31.524223,-1.550375
31.657213,-1.550567
31.657213,-1.550567
31.657213,-1.550567
31.657213,-1.550567
31.657213,-1.550567
31.787234,-1.550375
31.787234,-1.550375
31.917285,-1.550279
31.917285,-1.550279
32.047148,-1.550279
32.047148,-1.550279
32.047148,-1.550279
32.047148,-1.550279
32.179326,-1.550375
32.179326,-1.550375
32.317208,-1.550471
32.317208,-1.550471
32.447456,-1.550471
32.447456,-1.550471
32.447456,-1.550471
32.447456,-1.550471
32.447456,-1.550471
32.577120,-1.550375
32.577120,-1.550375
32.707144,-1.550184
32.707144,-1.550184
32.707144,-1.550184
32.838153,-1.550184
32.838153,-1.550184
32.838153,-1.550184
32.838153,-1.550184
32.838153,-1.550184
32.838153,-1.550184
32.977248,-1.550279
32.977248,-1.550279
33.107190,-1.550375
33.107190,-1.550375
33.107190,-1.550375
33.238097,-1.550375
33.238097,-1.550375
33.238097,-1.550375
33.238097,-1.550375
33.238097,-1.550375
33.238097,-1.550375
33.238097,-1.550375
33.498129,-1.550279
33.498129,-1.550279
33.498129,-1.550279
33.627115,-1.550279
33.627115,-1.550279
33.627115,-1.550279
33.627115,-1.550279
33.627115,-1.550279
33.627115,-1.550279
33.898082,-1.550471
33.898082,-1.550471
34.028078,-1.550567
34.028078,-1.550567
34.158666,-1.550375
34.158666,-1.550375
34.158666,-1.550375
34.158666,-1.550375
34.287054,-1.550279
34.287054,-1.550279
34.427038,-1.550279
34.427038,-1.550279
34.558089,-1.550184
34.558089,-1.550184
34.558089,-1.550184
34.558089,-1.550184
34.688031,-1.550279
34.688031,-1.550279
34.817234,-1.550279
34.817234,-1.550279
34.947068,-1.550375
34.947068,-1.550375
34.947068,-1.550375
34.947068,-1.550375
35.077013,-1.550279
35.077013,-1.550279
35.217080,-1.550279
35.217080,-1.550279
35.346935,-1.550375
35.346935,-1.550375
35.346935,-1.550375
35.346935,-1.550375
35.477035,-1.550375
35.477035,-1.550375
35.607112,-1.550567
35.607112,-1.550567
35.736960,-1.550567
35.736960,-1.550567
35.736960,-1.550567
35.736960,-1.550567
35.877941,-1.550375
35.877941,-1.550375
36.007910,-1.550279
36.007910,-1.550279
36.137905,-1.550184
36.137905,-1.550184
36.137905,-1.550184
36.137905,-1.550184
36.266930,-1.550279
36.266930,-1.550279
36.397926,-1.550567
36.397926,-1.550567
36.537937,-1.550567
36.537937,-1.550567
36.537937,-1.550567
36.537937,-1.550567
36.666844,-1.550567
36.666844,-1.550567
36.796888,-1.550279
36.796888,-1.550279
36.926874,-1.549992
36.926874,-1.549992
36.926874,-1.549992
36.926874,-1.549992
36.926874,-1.549992
36.926874,-1.549992
37.196850,-1.550184
37.196850,-1.550184
37.326848,-1.550375
37.326848,-1.550375
37.326848,-1.550375
37.326848,-1.550375
37.326848,-1.550375
37.326848,-1.550375
37.587823,-1.550375
37.587823,-1.550375
37.717807,-1.550184
37.717807,-1.550184
37.847789,-1.550184
37.847789,-1.550184
37.847789,-1.550184
37.847789,-1.550184
37.988509,-1.550279
37.988509,-1.550279
38.117797,-1.550567
38.117797,-1.550567
38.247798,-1.550663
38.247798,-1.550663
38.247798,-1.550663
38.247798,-1.550663
38.377769,-1.550663
38.377769,-1.550663
38.507773,-1.550471
38.507773,-1.550471
38.647562,-1.550279
38.647562,-1.550279
38.647562,-1.550279
38.647562,-1.550279
38.776748,-1.550279
38.776748,-1.550279
38.906855,-1.550279
38.906855,-1.550279
39.036731,-1.550375
39.036731,-1.550375
39.036731,-1.550375
39.036731,-1.550375
39.036731,-1.550375
39.166759,-1.550375
39.166759,-1.550375
39.308674,-1.550375
39.308674,-1.550375
39.436702,-1.550375
39.436702,-1.550375
39.436702,-1.550375
39.436702,-1.550375
39.436702,-1.550375
39.566697,-1.550279
39.566697,-1.550279
39.697671,-1.550279
39.697671,-1.550279
39.827675,-1.550471
39.827675,-1.550471
39.827675,-1.550471
39.827675,-1.550471
39.967681,-1.550471
39.967681,-1.550471
40.097783,-1.550375
40.097783,-1.550375
40.227744,-1.550375
40.227744,-1.550375
40.227744,-1.550375
40.227744,-1.550375
40.227744,-1.550375
40.227744,-1.550375
40.487680,-1.550184
40.487680,-1.550184
40.616695,-1.550279
40.616695,-1.550279
40.616695,-1.550279
40.616695,-1.550279
40.616695,-1.550279
40.616695,-1.550279
40.886616,-1.550375
40.886616,-1.550375
41.016708,-1.550279
41.016708,-1.550279
41.016708,-1.550279
41.016708,-1.550279
41.016708,-1.550279
41.016708,-1.550279
41.276543,-1.550375
41.276543,-1.550375
41.417580,-1.550375
41.417580,-1.550375
41.547766,-1.550471
41.547766,-1.550471
41.547766,-1.550471
41.547766,-1.550471
41.677766,-1.550279
41.677766,-1.550279
41.807754,-1.550184
41.807754,-1.550184
41.937540,-1.550184
41.937540,-1.550184
41.937540,-1.550184
41.937540,-1.550184
42.076547,-1.550279
42.076547,-1.550279
42.207748,-1.550471
42.207748,-1.550471
42.337703,-1.550567
42.337703,-1.550567
42.466734,-1.550567
42.466734,-1.550567
42.466734,-1.550567
42.466734,-1.550567
42.596511,-1.550279
42.596511,-1.550279
42.737489,-1.550088
42.737489,-1.550088
42.737489,-1.550088
42.737489,-1.550088
42.737489,-1.550088
42.737489,-1.550088
42.997473,-1.550375
42.997473,-1.550375
43.127420,-1.550375
43.127420,-1.550375
43.127420,-1.550375
43.127420,-1.550375
43.127420,-1.550375
43.127420,-1.550375
43.396476,-1.550471
43.396476,-1.550471
43.527434,-1.550279
43.527434,-1.550279
43.527434,-1.550279
43.527434,-1.550279
43.527434,-1.550279
43.527434,-1.550279
43.786379,-1.550471
43.786379,-1.550471
43.917415,-1.550471
43.917415,-1.550471
43.917415,-1.550471
43.917415,-1.550471
43.917415,-1.550471
43.917415,-1.550471
43.917415,-1.550471
44.186381,-1.550567
44.186381,-1.550567
44.316382,-1.550471
44.316382,-1.550471
44.316382,-1.550471
44.316382,-1.550471
44.316382,-1.550471
44.316382,-1.550471
44.316382,-1.550471
44.576370,-1.550375
44.576370,-1.550375
44.706360,-1.550471
44.706360,-1.550471
44.706360,-1.550471
44.706360,-1.550471
44.706360,-1.550471
44.706360,-1.550471
44.977370,-1.550471
44.977370,-1.550471
45.106337,-1.550567
45.106337,-1.550567
45.237281,-1.550375
45.237281,-1.550375
45.366323,-1.550279
45.366323,-1.550279
45.366323,-1.550279
45.366323,-1.550279
45.496331,-1.550375
45.496331,-1.550375
45.636287,-1.550375
45.636287,-1.550375
45.766364,-1.550375
45.766364,-1.550375
45.766364,-1.550375
45.766364,-1.550375
45.897279,-1.550279
45.897279,-1.550279
46.026529,-1.550184
46.026529,-1.550184
46.026529,-1.550184
46.026529,-1.550184
46.026529,-1.550184
46.168243,-1.550184
46.168243,-1.550184
46.296251,-1.550088
46.296251,-1.550088
46.426246,-1.550279
46.426246,-1.550279
46.426246,-1.550279
46.426246,-1.550279
46.426246,-1.550279
46.426246,-1.550279
46.686222,-1.550471
46.686222,-1.550471
46.817231,-1.550279
46.817231,-1.550279
46.817231,-1.550279
46.817231,-1.550279
46.817231,-1.550279
46.817231,-1.550279
47.087194,-1.550375
47.087194,-1.550375
47.217322,-1.550279
47.217322,-1.550279
47.217322,-1.550279
47.217322,-1.550279
47.217322,-1.550279
47.217322,-1.550279
47.217322,-1.550279
47.477134,-1.550567
47.477134,-1.550567
47.477134,-1.550567
47.477134,-1.550567
47.747147,-1.550279
47.747147,-1.550279
47.747147,-1.550279
47.747147,-1.550279
47.877116,-1.550375
47.877116,-1.550375
48.006125,-1.550471
48.006125,-1.550471
48.136126,-1.550471
48.136126,-1.550471
48.268120,-1.550759
48.268120,-1.550759
48.268120,-1.550759
48.268120,-1.550759
48.407093,-1.550663
48.407093,-1.550663
48.536074,-1.550375
48.536074,-1.550375
48.668109,-1.550184
48.668109,-1.550184
48.668109,-1.550184
48.668109,-1.550184
48.796363,-1.550184
48.796363,-1.550184
48.926044,-1.550279
48.926044,-1.550279
49.066063,-1.550375
49.066063,-1.550375
49.066063,-1.550375
49.066063,-1.550375
49.197053,-1.550567
49.197053,-1.550567
49.327053,-1.550471
49.327053,-1.550471
49.456042,-1.550279
49.456042,-1.550279
49.456042,-1.550279
49.456042,-1.550279
49.587035,-1.550279
49.587035,-1.550279
49.725999,-1.550184
49.725999,-1.550184
49.857002,-1.550375
49.857002,-1.550375
49.857002,-1.550375
49.857002,-1.550375
49.985990,-1.550471
49.985990,-1.550471
50.115999,-1.550471
50.115999,-1.550471
50.246964,-1.550375
50.246964,-1.550375
50.246964,-1.550375
50.246964,-1.550375
50.386971,-1.550279
50.386971,-1.550279
50.517026,-1.550279
50.517026,-1.550279
50.646952,-1.550375
50.646952,-1.550375
50.646952,-1.550375
50.646952,-1.550375
50.776974,-1.550567
50.776974,-1.550567
50.905944,-1.550567
50.905944,-1.550567
51.035911,-1.550567
51.035911,-1.550567
51.035911,-1.550567
51.035911,-1.550567
51.175925,-1.550567
51.175925,-1.550567
51.175925,-1.550567
51.175925,-1.550567
51.437904,-1.550567
51.437904,-1.550567
51.570612,-1.550567
51.570612,-1.550567
51.570612,-1.550567
51.570612,-1.550567
51.570612,-1.550567
51.570612,-1.550567
51.570612,-1.550567
51.829984,-1.550279
51.829984,-1.550279
51.958884,-1.550184
51.958884,-1.550184
51.958884,-1.550184
51.958884,-1.550184
52.099873,-1.550184
52.099873,-1.550184
52.099873,-1.550184
52.228932,-1.550375
52.228932,-1.550375
52.360854,-1.550375
52.360854,-1.550375
52.360854,-1.550375
52.360854,-1.550375
52.490868,-1.550375
52.490868,-1.550375
52.490868,-1.550375
52.622849,-1.550088
52.622849,-1.550088
52.753831,-1.550184
52.753831,-1.550184
52.753831,-1.550184
52.753831,-1.550184
52.883821,-1.550184
52.883821,-1.550184
52.883821,-1.550184
53.023812,-1.550279
53.023812,-1.550279
53.152855,-1.550471
53.152855,-1.550471
53.152855,-1.550471
53.152855,-1.550471
53.282793,-1.550471
53.282793,-1.550471
53.413779,-1.550375
53.413779,-1.550375
53.543786,-1.550279
53.543786,-1.550279
53.682737,-1.550279
53.682737,-1.550279
53.682737,-1.550279
53.682737,-1.550279
53.812766,-1.550471
53.812766,-1.550471
53.942775,-1.550567
53.942775,-1.550567
54.074123,-1.550663
54.074123,-1.550663
54.074123,-1.550663
54.074123,-1.550663
54.202739,-1.550567
54.202739,-1.550567
54.333700,-1.550375
54.333700,-1.550375
54.473783,-1.550184
54.473783,-1.550184
54.473783,-1.550184
54.473783,-1.550184
54.603711,-1.550279
54.603711,-1.550279
54.732743,-1.550471
54.732743,-1.550471
54.863732,-1.550663
54.863732,-1.550663
54.863732,-1.550663
54.863732,-1.550663
54.992723,-1.550663
54.992723,-1.550663
55.132681,-1.550471
55.132681,-1.550471
55.262681,-1.550279
55.262681,-1.550279
55.262681,-1.550279
55.262681,-1.550279
55.262681,-1.550279
55.523746,-1.550279
55.523746,-1.550279
55.652592,-1.550471
55.652592,-1.550471
55.652592,-1.550471
55.652592,-1.550471
55.652592,-1.550471
55.652592,-1.550471
55.922629,-1.550567
55.922629,-1.550567
56.052590,-1.550375
56.052590,-1.550375
56.183569,-1.550184
56.183569,-1.550184
56.183569,-1.550184
56.183569,-1.550184
56.312601,-1.550279
56.312601,-1.550279
56.457600,-1.550279
56.457600,-1.550279
56.583584,-1.550375
56.583584,-1.550375
56.583584,-1.550375
56.583584,-1.550375
56.583584,-1.550375
56.713581,-1.550471
56.713581,-1.550471
56.843563,-1.550471
56.843563,-1.550471
56.973558,-1.550471
56.973558,-1.550471
56.973558,-1.550471
56.973558,-1.550471
57.102551,-1.550375
57.102551,-1.550375
57.242544,-1.550471
57.242544,-1.550471
57.242544,-1.550471
57.242544,-1.550471
57.242544,-1.550471
57.242544,-1.550471
57.503520,-1.550471
57.503520,-1.550471
57.633516,-1.550375
57.633516,-1.550375
57.633516,-1.550375
57.633516,-1.550375
57.633516,-1.550375
57.633516,-1.550375
57.903500,-1.550279
57.903500,-1.550279
58.033461,-1.550279
58.033461,-1.550279
58.033461,-1.550279
58.033461,-1.550279
58.033461,-1.550279
58.033461,-1.550279
58.293471,-1.550375
58.293471,-1.550375
58.423511,-1.550375
58.423511,-1.550375
58.423511,-1.550375
58.423511,-1.550375
58.423511,-1.550375
58.423511,-1.550375
58.693450,-1.550184
58.693450,-1.550184
58.823442,-1.550279
58.823442,-1.550279
58.953427,-1.550279
58.953427,-1.550279
58.953427,-1.550279
58.953427,-1.550279
59.083487,-1.550375
59.083487,-1.550375
59.223404,-1.550375
59.223404,-1.550375
59.352412,-1.550375
59.352412,-1.550375
59.352412,-1.550375
59.352412,-1.550375
59.482480,-1.550184
59.482480,-1.550184
59.613386,-1.550279
59.613386,-1.550279
59.743509,-1.550471
59.743509,-1.550471
59.743509,-1.550471
59.743509,-1.550471
59.743509,-1.550471
59.743509,-1.550471
60.013362,-1.550567
60.013362,-1.550567
60.142324,-1.550663
60.142324,-1.550663
60.142324,-1.550663
60.142324,-1.550663
60.142324,-1.550663
60.142324,-1.550663
60.405353,-1.550088
60.405353,-1.550088
60.532403,-1.550279
60.532403,-1.550279
60.532403,-1.550279
60.532403,-1.550279
60.532403,-1.550279
60.532403,-1.550279
60.803264,-1.550471
60.803264,-1.550471
60.933255,-1.550471
60.933255,-1.550471
60.933255,-1.550471
60.933255,-1.550471
60.933255,-1.550471
60.933255,-1.550471
61.192252,-1.550088
61.192252,-1.550088
61.332304,-1.550279
61.332304,-1.550279
61.332304,-1.550279
61.332304,-1.550279
61.332304,-1.550279
61.332304,-1.550279
61.592263,-1.550471
61.592263,-1.550471
61.722230,-1.550471
61.722230,-1.550471
61.722230,-1.550471
61.722230,-1.550471
61.982235,-1.550184
