timeStamp,x,y,yaw
9.888637,-3.553000,2.650000,-3.121363
9.888637,-3.553000,2.650000,-3.121363
10.018642,-3.553000,2.651000,-3.121363
10.018642,-3.553000,2.651000,-3.121363
10.018642,-3.553000,2.651000,-3.121363
10.018642,-3.553000,2.651000,-3.121363
10.158617,-3.553000,2.652000,-3.121363
10.158617,-3.553000,2.652000,-3.121363
10.288609,-3.553000,2.652000,-3.121267
10.288609,-3.553000,2.652000,-3.121267
10.418766,-3.552000,2.650000,-3.121267
10.418766,-3.552000,2.650000,-3.121267
10.418766,-3.552000,2.650000,-3.121267
10.418766,-3.552000,2.650000,-3.121267
10.549589,-3.552000,2.649000,-3.121267
10.549589,-3.552000,2.649000,-3.121267
10.549589,-3.552000,2.649000,-3.121267
10.679582,-3.552000,2.649000,-3.121267
10.679582,-3.552000,2.649000,-3.121267
10.819572,-3.552000,2.649000,-3.121171
10.819572,-3.552000,2.649000,-3.121171
10.819572,-3.552000,2.649000,-3.121171
10.819572,-3.552000,2.649000,-3.121171
10.949574,-3.552000,2.651000,-3.121171
10.949574,-3.552000,2.651000,-3.121171
11.079612,-3.551000,2.652000,-3.121171
11.079612,-3.551000,2.652000,-3.121171
11.208549,-3.551000,2.651000,-3.121171
11.208549,-3.551000,2.651000,-3.121171
11.208549,-3.551000,2.651000,-3.121171
11.208549,-3.551000,2.651000,-3.121171
11.338538,-3.552000,2.650000,-3.121267
11.338538,-3.552000,2.650000,-3.121267
11.478532,-3.552000,2.649000,-3.121267
11.478532,-3.552000,2.649000,-3.121267
11.609522,-3.553000,2.649000,-3.121363
11.609522,-3.553000,2.649000,-3.121363
11.609522,-3.553000,2.649000,-3.121363
11.609522,-3.553000,2.649000,-3.121363
11.739525,-3.553000,2.649000,-3.121171
11.739525,-3.553000,2.649000,-3.121171
11.739525,-3.553000,2.649000,-3.121171
11.739525,-3.553000,2.649000,-3.121171
11.999500,-3.553000,2.648000,-3.121171
11.999500,-3.553000,2.648000,-3.121171
11.999500,-3.553000,2.648000,-3.121171
11.999500,-3.553000,2.648000,-3.121171
12.139484,-3.554000,2.648000,-3.121075
12.139484,-3.554000,2.648000,-3.121075
12.139484,-3.554000,2.648000,-3.121075
12.139484,-3.554000,2.648000,-3.121075
12.398562,-3.554000,2.650000,-3.121363
12.398562,-3.554000,2.650000,-3.121363
12.529490,-3.555000,2.650000,-3.121363
12.529490,-3.555000,2.650000,-3.121363
12.529490,-3.555000,2.650000,-3.121363
12.529490,-3.555000,2.650000,-3.121363
12.658465,-3.555000,2.650000,-3.121459
12.658465,-3.555000,2.650000,-3.121459
12.798443,-3.553000,2.650000,-3.121555
12.798443,-3.553000,2.650000,-3.121555
12.929476,-3.553000,2.650000,-3.121555
12.929476,-3.553000,2.650000,-3.121555
12.929476,-3.553000,2.650000,-3.121555
12.929476,-3.553000,2.650000,-3.121555
13.058614,-3.553000,2.650000,-3.121555
13.058614,-3.553000,2.650000,-3.121555
13.189429,-3.552000,2.651000,-3.121459
13.189429,-3.552000,2.651000,-3.121459
13.319414,-3.552000,2.650000,-3.121267
13.319414,-3.552000,2.650000,-3.121267
13.319414,-3.552000,2.650000,-3.121267
13.319414,-3.552000,2.650000,-3.121267
13.448408,-3.553000,2.650000,-3.121171
13.448408,-3.553000,2.650000,-3.121171
13.448408,-3.553000,2.650000,-3.121171
13.589355,-3.552000,2.649000,-3.121171
13.589355,-3.552000,2.649000,-3.121171
13.719396,-3.552000,2.650000,-3.121267
13.719396,-3.552000,2.650000,-3.121267
13.719396,-3.552000,2.650000,-3.121267
13.719396,-3.552000,2.650000,-3.121267
13.848392,-3.552000,2.651000,-3.121363
13.848392,-3.552000,2.651000,-3.121363
13.979634,-3.551000,2.651000,-3.121459
13.979634,-3.551000,2.651000,-3.121459
14.108359,-3.550000,2.651000,-3.121267
14.108359,-3.550000,2.651000,-3.121267
14.108359,-3.550000,2.651000,-3.121267
14.108359,-3.550000,2.651000,-3.121267
14.248368,-3.552000,2.649000,-3.121075
14.248368,-3.552000,2.649000,-3.121075
14.379338,-3.552000,2.648000,-3.120980
14.379338,-3.552000,2.648000,-3.120980
14.509369,-3.551000,2.647000,-3.121075
14.509369,-3.551000,2.647000,-3.121075
14.638539,-3.550000,2.648000,-3.121171
14.638539,-3.550000,2.648000,-3.121171
14.638539,-3.550000,2.648000,-3.121171
14.638539,-3.550000,2.648000,-3.121171
14.768766,-3.550000,2.648000,-3.121267
14.768766,-3.550000,2.648000,-3.121267
14.768766,-3.550000,2.648000,-3.121267
14.768766,-3.550000,2.648000,-3.121267
15.038380,-3.551000,2.649000,-3.121267
15.038380,-3.551000,2.649000,-3.121267
15.038380,-3.551000,2.649000,-3.121267
15.038380,-3.551000,2.649000,-3.121267
15.169297,-3.552000,2.648000,-3.121075
15.169297,-3.552000,2.648000,-3.121075
15.299283,-3.552000,2.648000,-3.121075
15.299283,-3.552000,2.648000,-3.121075
15.428307,-3.550000,2.650000,-3.121171
15.428307,-3.550000,2.650000,-3.121171
15.428307,-3.550000,2.650000,-3.121171
15.428307,-3.550000,2.650000,-3.121171
15.560270,-3.551000,2.650000,-3.121267
15.560270,-3.551000,2.650000,-3.121267
15.699260,-3.552000,2.650000,-3.121363
15.699260,-3.552000,2.650000,-3.121363
15.829254,-3.553000,2.650000,-3.121363
15.829254,-3.553000,2.650000,-3.121363
15.829254,-3.553000,2.650000,-3.121363
15.829254,-3.553000,2.650000,-3.121363
15.959245,-3.553000,2.649000,-3.121267
15.959245,-3.553000,2.649000,-3.121267
16.089242,-3.553000,2.648000,-3.121171
16.089242,-3.553000,2.648000,-3.121171
16.218224,-3.551000,2.647000,-3.121171
16.218224,-3.551000,2.647000,-3.121171
16.218224,-3.551000,2.647000,-3.121171
16.218224,-3.551000,2.647000,-3.121171
16.218224,-3.551000,2.647000,-3.121171
16.218224,-3.551000,2.647000,-3.121171
16.489214,-3.553000,2.648000,-3.121363
16.489214,-3.553000,2.648000,-3.121363
16.618188,-3.554000,2.649000,-3.121171
16.618188,-3.554000,2.649000,-3.121171
16.618188,-3.554000,2.649000,-3.121171
16.748200,-3.554000,2.650000,-3.121267
16.748200,-3.554000,2.650000,-3.121267
16.748200,-3.554000,2.650000,-3.121267
16.748200,-3.554000,2.650000,-3.121267
16.748200,-3.554000,2.650000,-3.121267
16.878176,-3.552000,2.649000,-3.121171
16.878176,-3.552000,2.649000,-3.121171
17.019175,-3.552000,2.649000,-3.121075
17.019175,-3.552000,2.649000,-3.121075
17.148190,-3.552000,2.650000,-3.121267
17.148190,-3.552000,2.650000,-3.121267
17.148190,-3.552000,2.650000,-3.121267
17.148190,-3.552000,2.650000,-3.121267
17.279173,-3.553000,2.649000,-3.121267
17.279173,-3.553000,2.649000,-3.121267
17.409106,-3.554000,2.649000,-3.121267
17.409106,-3.554000,2.649000,-3.121267
17.538267,-3.556000,2.650000,-3.121267
17.538267,-3.556000,2.650000,-3.121267
17.538267,-3.556000,2.650000,-3.121267
17.538267,-3.556000,2.650000,-3.121267
17.669133,-3.555000,2.648000,-3.121075
17.669133,-3.555000,2.648000,-3.121075
17.809199,-3.556000,2.648000,-3.121171
17.809199,-3.556000,2.648000,-3.121171
17.809199,-3.556000,2.648000,-3.121171
17.940116,-3.555000,2.649000,-3.121171
17.940116,-3.555000,2.649000,-3.121171
17.940116,-3.555000,2.649000,-3.121171
17.940116,-3.555000,2.649000,-3.121171
17.940116,-3.555000,2.649000,-3.121171
18.068095,-3.552000,2.650000,-3.121171
18.068095,-3.552000,2.650000,-3.121171
18.198096,-3.551000,2.652000,-3.121267
18.198096,-3.551000,2.652000,-3.121267
18.329206,-3.551000,2.650000,-3.121075
18.329206,-3.551000,2.650000,-3.121075
18.329206,-3.551000,2.650000,-3.121075
18.329206,-3.551000,2.650000,-3.121075
18.329206,-3.551000,2.650000,-3.121075
18.468161,-3.552000,2.650000,-3.121075
18.468161,-3.552000,2.650000,-3.121075
18.599269,-3.553000,2.649000,-3.121075
18.599269,-3.553000,2.649000,-3.121075
18.728060,-3.553000,2.648000,-3.121171
18.728060,-3.553000,2.648000,-3.121171
18.728060,-3.553000,2.648000,-3.121171
18.728060,-3.553000,2.648000,-3.121171
18.728060,-3.553000,2.648000,-3.121171
18.728060,-3.553000,2.648000,-3.121171
18.858994,-3.552000,2.650000,-3.121267
18.858994,-3.552000,2.650000,-3.121267
18.989157,-3.552000,2.649000,-3.121363
18.989157,-3.552000,2.649000,-3.121363
19.128030,-3.553000,2.648000,-3.121267
19.128030,-3.553000,2.648000,-3.121267
19.128030,-3.553000,2.648000,-3.121267
19.128030,-3.553000,2.648000,-3.121267
19.128030,-3.553000,2.648000,-3.121267
19.259030,-3.553000,2.649000,-3.121171
19.259030,-3.553000,2.649000,-3.121171
19.388014,-3.553000,2.648000,-3.120980
19.388014,-3.553000,2.648000,-3.120980
19.388014,-3.553000,2.648000,-3.120980
19.519007,-3.553000,2.648000,-3.120980
19.519007,-3.553000,2.648000,-3.120980
19.519007,-3.553000,2.648000,-3.120980
19.519007,-3.553000,2.648000,-3.120980
19.519007,-3.553000,2.648000,-3.120980
19.519007,-3.553000,2.648000,-3.120980
19.519007,-3.553000,2.648000,-3.120980
19.788018,-3.554000,2.647000,-3.121267
19.788018,-3.554000,2.647000,-3.121267
19.917981,-3.554000,2.647000,-3.121363
19.917981,-3.554000,2.647000,-3.121363
19.917981,-3.554000,2.647000,-3.121363
19.917981,-3.554000,2.647000,-3.121363
19.917981,-3.554000,2.647000,-3.121363
19.917981,-3.554000,2.647000,-3.121363
19.917981,-3.554000,2.647000,-3.121363
20.177943,-3.553000,2.649000,-3.121075
20.310901,-3.552000,2.649000,-3.120980
20.310901,-3.552000,2.649000,-3.120980
20.310901,-3.552000,2.649000,-3.120980
20.310901,-3.552000,2.649000,-3.120980
20.310901,-3.552000,2.649000,-3.120980
20.310901,-3.552000,2.649000,-3.120980
20.579024,-3.552000,2.649000,-3.121171
20.579024,-3.552000,2.649000,-3.121171
20.708877,-3.552000,2.651000,-3.121363
20.708877,-3.552000,2.651000,-3.121363
20.837916,-3.552000,2.652000,-3.121459
20.837916,-3.552000,2.652000,-3.121459
20.837916,-3.552000,2.652000,-3.121459
20.837916,-3.552000,2.652000,-3.121459
20.967892,-3.551000,2.652000,-3.121267
20.967892,-3.551000,2.652000,-3.121267
21.098907,-3.552000,2.649000,-3.121075
21.098907,-3.552000,2.649000,-3.121075
21.098907,-3.552000,2.649000,-3.121075
21.098907,-3.552000,2.649000,-3.121075
21.098907,-3.552000,2.649000,-3.121075
21.098907,-3.552000,2.649000,-3.121075
21.368885,-3.552000,2.649000,-3.121075
21.368885,-3.552000,2.649000,-3.121075
21.497901,-3.552000,2.649000,-3.121171
21.497901,-3.552000,2.649000,-3.121171
21.497901,-3.552000,2.649000,-3.121171
21.497901,-3.552000,2.649000,-3.121171
21.497901,-3.552000,2.649000,-3.121171
21.497901,-3.552000,2.649000,-3.121171
21.757868,-3.554000,2.648000,-3.121171
21.757868,-3.554000,2.648000,-3.121171
21.898831,-3.553000,2.648000,-3.121171
21.898831,-3.553000,2.648000,-3.121171
21.898831,-3.553000,2.648000,-3.121171
21.898831,-3.553000,2.648000,-3.121171
21.898831,-3.553000,2.648000,-3.121171
21.898831,-3.553000,2.648000,-3.121171
22.157846,-3.551000,2.649000,-3.121171
22.157846,-3.551000,2.649000,-3.121171
22.287878,-3.551000,2.650000,-3.121267
22.287878,-3.551000,2.650000,-3.121267
22.287878,-3.551000,2.650000,-3.121267
22.287878,-3.551000,2.650000,-3.121267
22.547810,-3.552000,2.647000,-3.120980
22.547810,-3.552000,2.647000,-3.120980
22.547810,-3.552000,2.647000,-3.120980
22.547810,-3.552000,2.647000,-3.120980
22.688933,-3.553000,2.647000,-3.120980
22.688933,-3.553000,2.647000,-3.120980
22.688933,-3.553000,2.647000,-3.120980
22.688933,-3.553000,2.647000,-3.120980
22.947791,-3.553000,2.648000,-3.121075
22.947791,-3.553000,2.648000,-3.121075
22.947791,-3.553000,2.648000,-3.121075
22.947791,-3.553000,2.648000,-3.121075
23.077867,-3.553000,2.649000,-3.121267
23.077867,-3.553000,2.649000,-3.121267
23.208741,-3.553000,2.649000,-3.121267
23.208741,-3.553000,2.649000,-3.121267
23.347753,-3.554000,2.649000,-3.121075
23.347753,-3.554000,2.649000,-3.121075
23.347753,-3.554000,2.649000,-3.121075
23.347753,-3.554000,2.649000,-3.121075
23.477845,-3.555000,2.649000,-3.121075
23.477845,-3.555000,2.649000,-3.121075
23.607743,-3.554000,2.648000,-3.121171
23.607743,-3.554000,2.648000,-3.121171
23.738729,-3.553000,2.649000,-3.121171
23.738729,-3.553000,2.649000,-3.121171
23.738729,-3.553000,2.649000,-3.121171
23.738729,-3.553000,2.649000,-3.121171
23.867837,-3.552000,2.649000,-3.121363
23.867837,-3.552000,2.649000,-3.121363
24.008672,-3.553000,2.648000,-3.121363
24.008672,-3.553000,2.648000,-3.121363
24.137697,-3.554000,2.648000,-3.121171
24.137697,-3.554000,2.648000,-3.121171
24.137697,-3.554000,2.648000,-3.121171
24.137697,-3.554000,2.648000,-3.121171
24.267774,-3.555000,2.647000,-3.120980
24.267774,-3.555000,2.647000,-3.120980
24.397684,-3.555000,2.648000,-3.121075
24.397684,-3.555000,2.648000,-3.121075
24.529688,-3.553000,2.649000,-3.121171
24.529688,-3.553000,2.649000,-3.121171
24.529688,-3.553000,2.649000,-3.121171
24.529688,-3.553000,2.649000,-3.121171
24.667765,-3.554000,2.650000,-3.121267
24.667765,-3.554000,2.650000,-3.121267
24.797634,-3.553000,2.651000,-3.121555
24.797634,-3.553000,2.651000,-3.121555
24.797634,-3.553000,2.651000,-3.121555
24.797634,-3.553000,2.651000,-3.121555
24.797634,-3.553000,2.651000,-3.121555
24.797634,-3.553000,2.651000,-3.121555
25.058743,-3.553000,2.650000,-3.121171
25.058743,-3.553000,2.650000,-3.121171
25.187636,-3.552000,2.648000,-3.120980
25.187636,-3.552000,2.648000,-3.120980
25.187636,-3.552000,2.648000,-3.120980
25.187636,-3.552000,2.648000,-3.120980
25.187636,-3.552000,2.648000,-3.120980
25.187636,-3.552000,2.648000,-3.120980
25.187636,-3.552000,2.648000,-3.120980
25.458580,-3.553000,2.648000,-3.121171
25.458580,-3.553000,2.648000,-3.121171
25.588624,-3.554000,2.649000,-3.121363
25.588624,-3.554000,2.649000,-3.121363
25.588624,-3.554000,2.649000,-3.121363
25.588624,-3.554000,2.649000,-3.121363
25.850017,-3.553000,2.648000,-3.121363
25.850017,-3.553000,2.648000,-3.121363
25.850017,-3.553000,2.648000,-3.121363
25.850017,-3.553000,2.648000,-3.121363
25.977585,-3.552000,2.647000,-3.121075
25.977585,-3.552000,2.647000,-3.121075
25.977585,-3.552000,2.647000,-3.121075
25.977585,-3.552000,2.647000,-3.121075
26.249606,-3.554000,2.649000,-3.121171
26.249606,-3.554000,2.649000,-3.121171
26.249606,-3.554000,2.649000,-3.121171
26.249606,-3.554000,2.649000,-3.121171
26.377559,-3.553000,2.648000,-3.121267
26.377559,-3.553000,2.648000,-3.121267
26.377559,-3.553000,2.648000,-3.121267
26.377559,-3.553000,2.648000,-3.121267
26.637584,-3.552000,2.650000,-3.121267
26.637584,-3.552000,2.650000,-3.121267
26.637584,-3.552000,2.650000,-3.121267
26.637584,-3.552000,2.650000,-3.121267
26.777525,-3.550000,2.649000,-3.121075
26.777525,-3.550000,2.649000,-3.121075
26.777525,-3.550000,2.649000,-3.121075
26.777525,-3.550000,2.649000,-3.121075
27.037592,-3.550000,2.649000,-3.120980
27.037592,-3.550000,2.649000,-3.120980
27.037592,-3.550000,2.649000,-3.120980
27.037592,-3.550000,2.649000,-3.120980
27.167502,-3.551000,2.648000,-3.121075
27.167502,-3.551000,2.648000,-3.121075
27.297495,-3.551000,2.648000,-3.121171
27.297495,-3.551000,2.648000,-3.121171
27.437517,-3.552000,2.649000,-3.121171
27.437517,-3.552000,2.649000,-3.121171
27.437517,-3.552000,2.649000,-3.121171
27.437517,-3.552000,2.649000,-3.121171
27.568473,-3.552000,2.649000,-3.121267
27.568473,-3.552000,2.649000,-3.121267
27.697503,-3.553000,2.648000,-3.121267
27.697503,-3.553000,2.648000,-3.121267
27.828465,-3.552000,2.649000,-3.121075
27.828465,-3.552000,2.649000,-3.121075
27.828465,-3.552000,2.649000,-3.121075
27.828465,-3.552000,2.649000,-3.121075
27.958449,-3.552000,2.647000,-3.121075
27.958449,-3.552000,2.647000,-3.121075
28.099345,-3.551000,2.648000,-3.121075
28.099345,-3.551000,2.648000,-3.121075
28.227459,-3.550000,2.649000,-3.121075
28.227459,-3.550000,2.649000,-3.121075
28.227459,-3.550000,2.649000,-3.121075
28.227459,-3.550000,2.649000,-3.121075
28.357417,-3.551000,2.650000,-3.121075
28.357417,-3.551000,2.650000,-3.121075
28.488410,-3.551000,2.651000,-3.121075
28.488410,-3.551000,2.651000,-3.121075
28.618435,-3.552000,2.651000,-3.121075
28.618435,-3.552000,2.651000,-3.121075
28.748413,-3.552000,2.649000,-3.120980
28.748413,-3.552000,2.649000,-3.120980
28.748413,-3.552000,2.649000,-3.120980
28.748413,-3.552000,2.649000,-3.120980
28.887498,-3.552000,2.647000,-3.121075
28.887498,-3.552000,2.647000,-3.121075
29.017376,-3.552000,2.647000,-3.121171
29.017376,-3.552000,2.647000,-3.121171
29.148361,-3.553000,2.647000,-3.121171
29.148361,-3.553000,2.647000,-3.121171
29.148361,-3.553000,2.647000,-3.121171
29.148361,-3.553000,2.647000,-3.121171
29.277331,-3.553000,2.648000,-3.121075
29.277331,-3.553000,2.648000,-3.121075
29.277331,-3.553000,2.648000,-3.121075
29.277331,-3.553000,2.648000,-3.121075
29.547350,-3.553000,2.650000,-3.121075
29.547350,-3.553000,2.650000,-3.121075
29.547350,-3.553000,2.650000,-3.121075
29.547350,-3.553000,2.650000,-3.121075
29.547350,-3.553000,2.650000,-3.121075
29.547350,-3.553000,2.650000,-3.121075
29.678348,-3.552000,2.649000,-3.121075
29.678348,-3.552000,2.649000,-3.121075
29.937329,-3.552000,2.651000,-3.121363
29.937329,-3.552000,2.651000,-3.121363
29.937329,-3.552000,2.651000,-3.121363
29.937329,-3.552000,2.651000,-3.121363
30.067271,-3.552000,2.651000,-3.121267
30.067271,-3.552000,2.651000,-3.121267
30.067271,-3.552000,2.651000,-3.121267
30.067271,-3.552000,2.651000,-3.121267
30.338312,-3.553000,2.651000,-3.121267
30.338312,-3.553000,2.651000,-3.121267
30.338312,-3.553000,2.651000,-3.121267
30.467255,-3.553000,2.650000,-3.121267
30.467255,-3.553000,2.650000,-3.121267
30.467255,-3.553000,2.650000,-3.121267
30.467255,-3.553000,2.650000,-3.121267
30.467255,-3.553000,2.650000,-3.121267
30.727274,-3.551000,2.648000,-3.121363
30.727274,-3.551000,2.648000,-3.121363
30.727274,-3.551000,2.648000,-3.121363
30.727274,-3.551000,2.648000,-3.121363
30.867268,-3.552000,2.648000,-3.121363
30.867268,-3.552000,2.648000,-3.121363
30.998308,-3.553000,2.650000,-3.121267
