timeStamp,x,y,yaw
0.000240,-3.551000,2.649000,-3.121171
0.260360,-3.552000,2.647000,-3.121171
0.260360,-3.552000,2.647000,-3.121171
0.399282,-3.552000,2.647000,-3.121171
0.399282,-3.552000,2.647000,-3.121171
0.399282,-3.552000,2.647000,-3.121171
0.399282,-3.552000,2.647000,-3.121171
0.399282,-3.552000,2.647000,-3.121171
0.399282,-3.552000,2.647000,-3.121171
0.659287,-3.551000,2.648000,-3.121363
0.659287,-3.551000,2.648000,-3.121363
0.789241,-3.552000,2.649000,-3.121267
0.789241,-3.552000,2.649000,-3.121267
0.789241,-3.552000,2.649000,-3.121267
0.789241,-3.552000,2.649000,-3.121267
0.789241,-3.552000,2.649000,-3.121267
0.789241,-3.552000,2.649000,-3.121267
1.060221,-3.551000,2.649000,-3.121171
1.060221,-3.551000,2.649000,-3.121171
1.190375,-3.552000,2.649000,-3.121267
1.190375,-3.552000,2.649000,-3.121267
1.190375,-3.552000,2.649000,-3.121267
1.190375,-3.552000,2.649000,-3.121267
1.190375,-3.552000,2.649000,-3.121267
1.190375,-3.552000,2.649000,-3.121267
1.450196,-3.552000,2.647000,-3.121555
1.450196,-3.552000,2.647000,-3.121555
1.580151,-3.553000,2.647000,-3.121555
1.580151,-3.553000,2.647000,-3.121555
1.580151,-3.553000,2.647000,-3.121555
1.580151,-3.553000,2.647000,-3.121555
1.580151,-3.553000,2.647000,-3.121555
1.580151,-3.553000,2.647000,-3.121555
1.849353,-3.553000,2.649000,-3.121171
1.849353,-3.553000,2.649000,-3.121171
1.980160,-3.553000,2.650000,-3.121267
1.980160,-3.553000,2.650000,-3.121267
1.980160,-3.553000,2.650000,-3.121267
1.980160,-3.553000,2.650000,-3.121267
1.980160,-3.553000,2.650000,-3.121267
1.980160,-3.553000,2.650000,-3.121267
2.240244,-3.550000,2.650000,-3.121363
2.240244,-3.550000,2.650000,-3.121363
2.369123,-3.550000,2.648000,-3.121459
2.369123,-3.550000,2.648000,-3.121459
2.509575,-3.550000,2.648000,-3.121363
2.509575,-3.550000,2.648000,-3.121363
2.509575,-3.550000,2.648000,-3.121363
2.509575,-3.550000,2.648000,-3.121363
2.641182,-3.552000,2.647000,-3.121171
2.641182,-3.552000,2.647000,-3.121171
2.769093,-3.552000,2.647000,-3.121267
2.769093,-3.552000,2.647000,-3.121267
2.899095,-3.552000,2.648000,-3.121363
2.899095,-3.552000,2.648000,-3.121363
3.029094,-3.551000,2.650000,-3.121363
3.029094,-3.551000,2.650000,-3.121363
3.029094,-3.551000,2.650000,-3.121363
3.029094,-3.551000,2.650000,-3.121363
3.029094,-3.551000,2.650000,-3.121363
3.029094,-3.551000,2.650000,-3.121363
3.300070,-3.551000,2.650000,-3.121363
3.300070,-3.551000,2.650000,-3.121363
3.430047,-3.551000,2.650000,-3.121171
3.430047,-3.551000,2.650000,-3.121171
3.430047,-3.551000,2.650000,-3.121171
3.430047,-3.551000,2.650000,-3.121171
3.560053,-3.552000,2.647000,-3.121171
3.560053,-3.552000,2.647000,-3.121171
3.690010,-3.552000,2.648000,-3.121171
3.690010,-3.552000,2.648000,-3.121171
3.690010,-3.552000,2.648000,-3.121171
3.690010,-3.552000,2.648000,-3.121171
3.690010,-3.552000,2.648000,-3.121171
3.690010,-3.552000,2.648000,-3.121171
3.959031,-3.553000,2.648000,-3.121171
3.959031,-3.553000,2.648000,-3.121171
4.090069,-3.552000,2.648000,-3.121171
4.090069,-3.552000,2.648000,-3.121171
4.090069,-3.552000,2.648000,-3.121171
4.090069,-3.552000,2.648000,-3.121171
4.090069,-3.552000,2.648000,-3.121171
4.090069,-3.552000,2.648000,-3.121171
4.349960,-3.552000,2.648000,-3.121075
4.349960,-3.552000,2.648000,-3.121075
4.489965,-3.552000,2.647000,-3.121171
4.489965,-3.552000,2.647000,-3.121171
4.489965,-3.552000,2.647000,-3.121171
4.489965,-3.552000,2.647000,-3.121171
4.489965,-3.552000,2.647000,-3.121171
4.489965,-3.552000,2.647000,-3.121171
4.748978,-3.553000,2.650000,-3.121459
4.748978,-3.553000,2.650000,-3.121459
4.748978,-3.553000,2.650000,-3.121459
4.748978,-3.553000,2.650000,-3.121459
4.748978,-3.553000,2.650000,-3.121459
5.010306,-3.554000,2.652000,-3.121267
5.010306,-3.554000,2.652000,-3.121267
5.010306,-3.554000,2.652000,-3.121267
5.010306,-3.554000,2.652000,-3.121267
5.148913,-3.551000,2.652000,-3.121075
5.148913,-3.551000,2.652000,-3.121075
5.148913,-3.551000,2.652000,-3.121075
5.280140,-3.551000,2.651000,-3.120980
5.280140,-3.551000,2.651000,-3.120980
5.280140,-3.551000,2.651000,-3.120980
5.409917,-3.551000,2.650000,-3.121267
5.409917,-3.551000,2.650000,-3.121267
5.409917,-3.551000,2.650000,-3.121267
5.409917,-3.551000,2.650000,-3.121267
5.539902,-3.553000,2.650000,-3.121363
5.539902,-3.553000,2.650000,-3.121363
5.669923,-3.553000,2.649000,-3.121363
5.669923,-3.553000,2.649000,-3.121363
5.669923,-3.553000,2.649000,-3.121363
5.799911,-3.554000,2.649000,-3.121267
5.799911,-3.554000,2.649000,-3.121267
5.799911,-3.554000,2.649000,-3.121267
5.799911,-3.554000,2.649000,-3.121267
5.939887,-3.554000,2.650000,-3.121171
5.939887,-3.554000,2.650000,-3.121171
6.069892,-3.552000,2.649000,-3.121171
6.069892,-3.552000,2.649000,-3.121171
6.069892,-3.552000,2.649000,-3.121171
6.199826,-3.552000,2.649000,-3.121267
6.199826,-3.552000,2.649000,-3.121267
6.329822,-3.552000,2.649000,-3.121363
6.329822,-3.552000,2.649000,-3.121363
6.329822,-3.552000,2.649000,-3.121363
6.329822,-3.552000,2.649000,-3.121363
6.459881,-3.552000,2.648000,-3.121363
6.459881,-3.552000,2.648000,-3.121363
6.459881,-3.552000,2.648000,-3.121363
6.599832,-3.555000,2.648000,-3.121267
6.599832,-3.555000,2.648000,-3.121267
6.729862,-3.555000,2.649000,-3.121075
6.729862,-3.555000,2.649000,-3.121075
6.729862,-3.555000,2.649000,-3.121075
6.729862,-3.555000,2.649000,-3.121075
6.858850,-3.555000,2.650000,-3.121267
6.858850,-3.555000,2.650000,-3.121267
6.990113,-3.555000,2.651000,-3.121363
6.990113,-3.555000,2.651000,-3.121363
7.118765,-3.552000,2.651000,-3.121459
7.118765,-3.552000,2.651000,-3.121459
7.118765,-3.552000,2.651000,-3.121459
7.118765,-3.552000,2.651000,-3.121459
7.249781,-3.552000,2.650000,-3.121555
7.249781,-3.552000,2.650000,-3.121555
7.388812,-3.551000,2.650000,-3.121459
7.388812,-3.551000,2.650000,-3.121459
7.519761,-3.552000,2.649000,-3.121267
7.519761,-3.552000,2.649000,-3.121267
7.519761,-3.552000,2.649000,-3.121267
7.519761,-3.552000,2.649000,-3.121267
7.649722,-3.553000,2.648000,-3.121171
7.649722,-3.553000,2.648000,-3.121171
7.649722,-3.553000,2.648000,-3.121171
7.649722,-3.553000,2.648000,-3.121171
7.919766,-3.552000,2.649000,-3.121267
7.919766,-3.552000,2.649000,-3.121267
7.919766,-3.552000,2.649000,-3.121267
7.919766,-3.552000,2.649000,-3.121267
8.049756,-3.552000,2.650000,-3.121363
8.049756,-3.552000,2.650000,-3.121363
8.049756,-3.552000,2.650000,-3.121363
8.049756,-3.552000,2.650000,-3.121363
8.309733,-3.552000,2.649000,-3.121267
8.309733,-3.552000,2.649000,-3.121267
8.309733,-3.552000,2.649000,-3.121267
8.309733,-3.552000,2.649000,-3.121267
8.438732,-3.553000,2.647000,-3.121075
8.438732,-3.553000,2.647000,-3.121075
8.438732,-3.553000,2.647000,-3.121075
8.438732,-3.553000,2.647000,-3.121075
8.708795,-3.552000,2.647000,-3.121075
8.708795,-3.552000,2.647000,-3.121075
8.708795,-3.552000,2.647000,-3.121075
8.708795,-3.552000,2.647000,-3.121075
8.838699,-3.552000,2.646000,-3.121171
8.838699,-3.552000,2.646000,-3.121171
8.968700,-3.552000,2.647000,-3.121267
8.968700,-3.552000,2.647000,-3.121267
9.099701,-3.553000,2.647000,-3.121363
9.099701,-3.553000,2.647000,-3.121363
9.230250,-3.555000,2.647000,-3.121267
9.230250,-3.555000,2.647000,-3.121267
9.230250,-3.555000,2.647000,-3.121267
9.230250,-3.555000,2.647000,-3.121267
9.359660,-3.553000,2.649000,-3.121171
9.359660,-3.553000,2.649000,-3.121171
9.498606,-3.553000,2.649000,-3.121171
9.498606,-3.553000,2.649000,-3.121171
9.628616,-3.552000,2.649000,-3.121171
9.628616,-3.552000,2.649000,-3.121171
9.628616,-3.552000,2.649000,-3.121171
9.628616,-3.552000,2.649000,-3.121171
9.758644,-3.551000,2.650000,-3.121267
9.758644,-3.551000,2.650000,-3.121267
